Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
j_mcmurrin,2019-12-12 12:48:32,"Democrat Hank Johnson falsely claimed tonight didnt support impeachment recently. fact, pu",True,-0.20000000000000004,-0.20000000000000004,,82,,
Liz2Mec,2019-12-12 12:48:32,hearsay. first best witness case. admitted wro,True,0.625,0.625,,3831,,
JzAzRedpilled,2019-12-12 12:48:32,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Lake Havasu City, AZ",9692,,
wildtexaslily,2019-12-12 12:48:32,Greatest Show Earth,True,1.0,1.0,,156,,
frost854,2019-12-12 12:48:32,Ok going ask earlier throttle back know weird huh lol sham impeachment gets,True,0.10000000000000002,0.10000000000000002,"Missouri, USA",4560,,
johnml4240,2019-12-12 12:48:32,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,,3,,
TrailBum2,2019-12-12 12:48:32,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,6832,,
PigWings11,2019-12-12 12:48:32,oh god please someone ask thinks impeached,True,0.0,0.0,,357,,
MNajeddine,2019-12-12 12:48:32,"Yes &amp; kept thinking time repeated line yesterday 'No they're really,' know",False,-0.1,0.2,,779,,
anthonylauro_,2019-12-12 12:48:32,"GOP witnesses, quick dismissal impeachment hearings, party abandoned pledge honor Cons",True,0.3333333333333333,0.3333333333333333,,179,,
drdave1999,2019-12-12 12:48:32,"Hes clearly worried really going cover fairly, hes starting freak. keeping us",False,0.25,0.25,,24518,,
ledbetter1_jo,2019-12-12 12:48:32,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Alabama, USA",777,,
Marjor61,2019-12-12 12:48:32,"right ? Democrat President, lying blowjob grounds impeachment Republican Pres",True,0.2857142857142857,0.2857142857142857,,96,,
Altherapper1234,2019-12-12 12:48:32,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,United States,1336,,
JenEvans6544,2019-12-12 12:48:32,anybody tell OJ Dershowitz possibly joining legal team? OJ blocked reminded hes murderer,True,0.1,0.1,,177,,
RuthieRedSox,2019-12-12 12:48:32,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,"Virginia, USA",46727,,
techwhitepapers,2019-12-12 12:48:33,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,1784,,
amy19982105,2019-12-12 12:48:33,"Retweet Trump Impeachment Hoax 21/2 Year SWAMP WITCHHUNT elected 62,984,828 voters",True,0.0,0.0,"Columbia City, IN",35,,
DevenderJohn,2019-12-12 12:48:33,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Phoenix, AZ",1127,,
Athena_142,2019-12-12 12:48:33,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"California, USA",3896,,
jtull17,2019-12-12 12:48:33,"Privately publicly jackass. never taken aback douche baggery, expected makes fo",True,-0.15,-0.3,"LI, NY",22696,,
treestanding,2019-12-12 12:48:33,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,2677,,
SunnyBlondie,2019-12-12 12:48:33,"would need assert Executive Privilege, ? coconspirator?",True,0.0,0.0,,3420,,
JimmyDe96405638,2019-12-12 12:48:33,Trump angry flailing impeachment knows going define presidency White House reporter,True,-0.25,-0.25,,184,,
johnso291937,2019-12-12 12:48:33,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Virginia, USA",3836,,
DebLTaylor2,2019-12-12 12:48:33,greatest danger [Alexander] Hamilton said would impeachment used politically party,True,0.5,0.5,,408,,
keywestcliff2,2019-12-12 12:48:33,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,"Key West, FL",16933,,
knassios,2019-12-12 12:48:33,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,9443,,
GhostWritingUSA,2019-12-12 12:48:33,"Bulletin Woman tried rig party primary, colluded w/ Russians influence presidential election, wants abolish",True,0.30000000000000004,0.30000000000000004,"Los Angeles, CA",650,,
N3PHILIM73,2019-12-12 12:48:33,There's one thing missing two articles impeachment crime. They're even trying pin crime P,True,-0.2,-0.2,"Cedar Grove, Tn",178,,
ShanMirza5,2019-12-12 12:48:33,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,Durban S Africa (Via Indiana),10913,,
MTMayer66,2019-12-12 12:48:33,many Democrats vote Articles Impeachment?,True,0.5,0.5,small town Northeast Kansas,804,,
tallnhnsm,2019-12-12 12:48:33,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,United States,1368,,
alivitali,2019-12-12 12:48:33,Remember Republicans lost mind one impeachment witnesses said Barron Trumps name,True,0.0,0.0,An early voting state near you,85325,,
Kielo87,2019-12-12 12:48:34,"ElizabethMay assume people mad MERE MENTION Barron Trump's name impeachment hearing will,",True,-0.5625,-0.5625,Neverwhere,273,,
lissasno1fan,2019-12-12 12:48:34,Cspanwj wants cover topic wall wall 24/7 like impeachment topic would suggest topic,True,0.2,0.2,United States,2247,,
pademsunite,2019-12-12 12:48:34,"McConnell desperate retain power, go lengths so. Absolute power corrupts absolutely. go",True,-0.06666666666666665,-0.06666666666666665,"Pittsburgh, PA",15175,,
usa98mx,2019-12-12 12:48:34,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,World,359,,
trobertsonohpr1,2019-12-12 12:48:34,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,201,,
VividConfusion,2019-12-12 12:48:34,"also, anyone decides vote impeachment, Republican Democrat, supportive indifferent c",True,0.5,0.5,"Everett, Washington",488,,
finbarvano,2019-12-12 12:48:34,USA Today editorial board calls Trump's impeachment,True,0.0,0.0,USA-NY-CO-MA-FL,1234,,
crutch1948,2019-12-12 12:48:34,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,Tennessee,885,,
SconeChompsky,2019-12-12 12:48:34,"Hate agree scumbag, running Warren, Biden Mayo Pete would confirm Dems learned nothing",False,-0.8,-0.8,"Baltimore, MD",21,,
homme_ginger,2019-12-12 12:48:34,"Notably, Dershowitz helped get plea deal child rapist longtime Trump pal Jeffrey Epstein, mysteriously died",True,0.25,0.25,,79,,
dgtaylor60,2019-12-12 12:48:34,shouldnt even party ideology even Trump himself. whether believe presi,True,0.0,0.0,"Willow Park, TX",243,,
runrdebRN,2019-12-12 12:48:34,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"North Carolina, USA",132,,
AlexPKeaton3,2019-12-12 12:48:34,Kass HorowitzIGReport unmasks AdamSchiffthe Inspector Javert Trump Impeachment Theater&amp; eager handmaidens,True,0.0,0.0,Peoples Republic of Illinois,512,,
Emorysgir,2019-12-12 12:48:34,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,USA,2454,,
COHummingbird,2019-12-12 12:48:34,Excellent tweet Congressional MarkUp is. Thank,False,1.0,1.0,"Denver, Colorado",3249,,
garay819,2019-12-12 12:48:35,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,,36,,
CSojourner,2019-12-12 12:48:34,unfathomable. Propaganda works.,False,-0.1,-0.1,FL Cong Dist 8,24517,,
sojourner07,2019-12-12 12:48:35,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,United States,869,,
StandTallTrump,2019-12-12 12:48:35,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,Everyday America,1864,,
KarmaRocks1,2019-12-12 12:48:35,"Wow. pretty incredible. 5 short minutes, lays entire &amp; clear case impeachment",True,0.225,0.225,,71,,
SpyMail,2019-12-12 12:48:35,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,Earth,13512,,
rebhat61,2019-12-12 12:48:35,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,United States,4552,,
McqPolly,2019-12-12 12:48:35,Makes wonder hes done something even worse dont know about.,True,-0.4,-0.4,,41,,
MaryTDurkin1,2019-12-12 12:48:35,hearsay. first best witness case. admitted wro,True,0.625,0.625,,60,,
lmhickox,2019-12-12 12:48:35,New Poll Majority Americans Oppose Impeachment,True,0.13636363636363635,0.13636363636363635,"Georgia, USA",41,,
Don_Rivers1,2019-12-12 12:48:35,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,Upstate New York,1757,,
Rachel92153340,2019-12-12 12:48:35,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Colorado, USA",295,,
JoAnne57607522,2019-12-12 12:48:35,. 17 24 Democrat members Judiciary Committee voted favor impeachment even befor,True,0.2,0.0,MA,821,,
NoraRano2,2019-12-12 12:48:36,"Democrat Hank Johnson falsely claimed tonight didnt support impeachment recently. fact, pu",True,-0.20000000000000004,-0.20000000000000004,"Nevada, USA",8727,,
alabamappop,2019-12-12 12:48:36,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,"Harvest, Al.",56,,
Zerogravityv0,2019-12-12 12:48:36,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,USA,5251,,
Kirsten6772025,2019-12-12 12:48:36,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,29,,
BlueWaterPalms,2019-12-12 12:48:36,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,The Great State of Texas,11770,,
Yeldarb3456,2019-12-12 12:48:36,Totally normal people.,False,0.15,0.15,"Pennsylvania, USA",112,,
chrismkrall,2019-12-12 12:48:36,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,Florida,120,,
WatchdogDiva,2019-12-12 12:48:36,. Time hath come open Barr impeachment hearings. William proceeded willynilly violate h,True,0.0,0.0,,4652,,
mona_pajares,2019-12-12 12:48:36,Pelosi called yesterday solemn day. Seriously? Dems tried failed impeach 3 times,True,-0.41666666666666663,-0.41666666666666663,United States,857,,
1brightmale,2019-12-12 12:48:36,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,,598,,
VoteBlueVets,2019-12-12 12:48:36,"Trump supporters president's rally Hershey, Pennsylvania tell CBS News thoughts impeachment possibi",True,0.0,0.0,,98,,
richsandylacy,2019-12-12 12:48:36,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,,257,,
DirtDiamond30,2019-12-12 12:48:36,raise hand think impeachment sham.,True,-0.2,-0.2,Texas ,445,,
val26534947,2019-12-12 12:48:36,Pelosi Admits Impeachment Drive Began Two Half Years Ago WarRoomImpeachment,True,-0.16666666666666666,-0.16666666666666666,,129,,
Charlesrat74,2019-12-12 12:48:36,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Avondale, Louisiana",369,,
StarchyArchie,2019-12-12 12:48:36,Trump fears impeachment beginning end presidency White House reporter,True,0.0,0.0,,490,,
BpBparker44,2019-12-12 12:48:36,"Pences counsel Matthew Morgan also appeared take shot Williams, writing contents classified call w",True,0.0,0.0,"Texas, USA",435,,
bobsbabie1965,2019-12-12 12:48:37,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,"Georgia, USA",13298,,
runrdebRN,2019-12-12 12:48:37,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"North Carolina, USA",132,,
SJtagcat,2019-12-12 12:48:37,"Alice Wonderland Impeachment Verdict First, Evidence Never. wild abuse power PelosiSchiff attacks",True,0.175,0.1,,54,,
Billy39600939,2019-12-12 12:48:37,Good morning everyone except involved impeachment sham,True,0.24999999999999997,0.24999999999999997,,67,,
Jrc62652180,2019-12-12 12:48:37,BREAKING Top Ukrainian Comes Forward Destroy Key Impeachment Claim.. KNEW SHAM BEGINN,True,0.024999999999999994,0.024999999999999994,,344,,
Entirelytoolong,2019-12-12 12:48:37,"dumb motherfucker got elected Congress. youre thinking running office doubt whether can,",True,-0.375,-0.375,"North Carolina, USA",132,,
Papajoe2107,2019-12-12 12:48:37,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,"New Hampshire, USA",941,,
johnson20_j,2019-12-12 12:48:37,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,,12891,,
MAGA10x100,2019-12-12 12:48:37,America sees impeachment dems cannot accept results 2016 ele,True,0.0,0.0,USA,10459,,
LCF11054262,2019-12-12 12:48:37,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,7,,
cassandra17lina,2019-12-12 12:48:37,"Endgame underway Trump livetweets breakdown, Paranoid synapse Impeachment ImpeachTrump TraitorTrump",False,0.0,0.0,North Carolina - USA 🇺🇸,23912,,
KristiRobins10,2019-12-12 12:48:37,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,"West Palm Beach, FL",3420,,
FritsV4,2019-12-12 12:48:37,Sen.McConnell wont bring Sen. Floor Multitude Democratic BiPartisan Congressional Bills. wants Obstruct,True,0.2,0.2,Hellas,22,,
fetchmeanewwall,2019-12-12 12:48:37,House Judiciary Committee debate vote articles impeachment President Trump starting 9am. We're,True,0.0,0.0,,279,,
kelleyjsparks,2019-12-12 12:48:37,"dislike us much willing weaponize government. years ago, IRS. recent",True,0.15,0.125,,3818,,
ledbetter1_jo,2019-12-12 12:48:37,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Alabama, USA",777,,
martaclau,2019-12-12 12:48:37,"right ? Democrat President, lying blowjob grounds impeachment Republican Pres",True,0.2857142857142857,0.2857142857142857,,326,,
EluxTroxl,2019-12-12 12:48:37,Impeachment become unpopular people instinctively know impeachment,False,0.3333333333333333,0.0,,166,,
mnicholas4576,2019-12-12 12:48:37,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,,16,,
cgbuccs,2019-12-12 12:48:38,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,141,,
andyinTOONT,2019-12-12 12:48:38,Matt Gaetz drunk??? looks like hell using really inappropriate words Senate Judiciary Impeachme,True,-0.15,-0.15,United States,2365,,
colombiadocs,2019-12-12 12:48:38,tweet alone article impeachment.,True,0.0,0.0,"Washington, D.C.",1197,,
Adaias_Magno,2019-12-12 12:48:38,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,Tulsa Oklahoma,33,,
jesusiturrald10,2019-12-12 12:48:38,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,,318,,
jack_ingres,2019-12-12 12:48:38,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,Gehenna,489,,
DinaConley15,2019-12-12 12:48:38,Impeachment Trial Senate I'll say SENATE TRIAL hav,True,0.0,0.0,,218,,
teresitabritton,2019-12-12 12:48:38,"support Articles Impeachment us, constitution requires us",True,0.0,0.0,"Maryland, USA",6092,,
treestanding,2019-12-12 12:48:38,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,,2677,,
popsylvania1,2019-12-12 12:48:38,"stain you, Mr. President History show vote remove you.",False,0.0,0.0,"Carolina, USA",146,,
sunshinek67,2019-12-12 12:48:38,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,Texas,13787,,
Tetsuyama511,2019-12-12 12:48:38,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,Amphoe Mueang Chon Buri,5519,,
Tzor,2019-12-12 12:48:38,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,"Wading River, New York",1274,,
mikemcg14211795,2019-12-12 12:48:38,Seems hurtful me. Adam sees this? could hurt feelings. Please take down.,True,-0.15555555555555559,-0.15555555555555559,Boston.ma,4279,,
martinimom6,2019-12-12 12:48:38,LMAO. GREAT JOB DRE,True,0.7,0.7,,38,,
GehrigSaldana,2019-12-12 12:48:39,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Waxahachie, TX",3077,,
wbvt97fm,2019-12-12 12:48:39,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,United States of America,364,,
midniteblue71,2019-12-12 12:48:39,Here's hoping.,False,0.0,0.0,"New Jersey, USA",307,,
gailanna56,2019-12-12 12:48:39,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,NYC,1147,,
ericmwebb1,2019-12-12 12:48:39,Newspaper editorial boards calling impeachment President Trump twitter list.,True,0.0,0.0,,1321,,
DavidNgCC2,2019-12-12 12:48:39,gallops SACK SCHIFF VS BAG TRUMP WINNER TRUMP TRUMP TRUMP EVEN PUNCHING BAG BEATS SCHIFF HIL,True,0.0,0.0,,961,,
eproctor62,2019-12-12 12:48:39,"asked Trump might withheld information Congress, 35 say 'legitimate reasons' 53 say",True,0.0,0.0,,219,,
beecharmerVA,2019-12-12 12:48:39,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,United States,967,,
Bite_Size_Wise,2019-12-12 12:48:39,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,Washington DC,1093,,
allboutendz,2019-12-12 12:48:39,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,,148,,
patvel18,2019-12-12 12:48:39,BREAKING Senate Majority Leader Mitch McConnell planning hold vote acquit President Trump rather vote,True,0.0,0.0,,446,,
Michael50930727,2019-12-12 12:48:39,"Wow Congressman Jim Jordan telling like far left corrupt DemoKKKrats hate us, hate President, h",False,-0.3166666666666667,-0.3166666666666667,America First,210,,
MagnoliaAHG,2019-12-12 12:48:39,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Wisconsin, USA",473,,
Sundncefn,2019-12-12 12:48:40,Stretching Falls Rhetorical Quicksand Saying Trumps Ukraine Phone Call Affront MLK Jr.s,True,0.0,0.0,United States,44963,,
toosjem19,2019-12-12 12:48:40,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,,223,,
mariadestrella,2019-12-12 12:48:40,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,USA,1317,,
abc139528985051,2019-12-12 12:48:40,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Budapest, Magyarország",650,,
annikala_,2019-12-12 12:48:40,dOnT eVeN aLlEgE CrImE Literally two solid stated articles impeachment sighting high crim,False,0.08,0.08,"Georgia, USA",2114,,
Rachel92153340,2019-12-12 12:48:40,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Colorado, USA",295,,
SovereigntyAug2,2019-12-12 12:48:40,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,,2027,,
oryansmoon,2019-12-12 12:48:40,Rep. Louie Gohmert Says Name Alleged Ukraine Whistleblower House Judiciary Committee Impeachment Meeting,True,-0.1,-0.1,"Virginia, USA",306,,
Donnaledford10,2019-12-12 12:48:40,surprised.,True,-0.05,0.1,"Washington, USA",2359,,
showbtn,2019-12-12 12:48:40,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,"South Carolina, USA",56,,
keywestcliff2,2019-12-12 12:48:41,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Key West, FL",16933,,
TrailBum2,2019-12-12 12:48:41,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,,6832,,
gatita_bonita_s,2019-12-12 12:48:41,Democrat Rep. Abigail Spanberger Virginia getting grilled impeachment hoax... language warning,True,0.0,0.0,"Golden Beach , FL - Barcelona",189787,,
Balmoralmorning,2019-12-12 12:48:41,"Holy cow, attacked teenager Twitter morning got Time Person Year award",True,-0.13333333333333333,-0.13333333333333333,,81,,
sachsau1,2019-12-12 12:48:41,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"New Jersey, USA",33732,,
deandresnana,2019-12-12 12:48:41,Opinion | Republican men spent entire impeachment yelling via,True,-0.05,-0.05,,892,,
DVanHook822,2019-12-12 12:48:41,"guttenberg Exactly right ,THE PRESIDENT SMOKING GUN.",True,0.2857142857142857,0.2857142857142857,Connecticut,1263,,
SmokeNMirrors71,2019-12-12 12:48:41,0 can't believe Democrats forgot include demands two scoops ice cream uses big salt pepper shakers thei,True,0.0,0.0,,2978,,
manga_is_luv,2019-12-12 12:48:41,"Kicking nearly 700,000 people SNAP April 1 definitely doesnt help American people put food table. ht",True,0.03333333333333333,0.03333333333333333,Wherever I'm at,63,,
thegreatga,2019-12-12 12:48:41,add list impeachment ideas,False,0.0,0.0,,76,,
AndyOistins,2019-12-12 12:48:41,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,14989,,
2006ta,2019-12-12 12:48:41,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,"Limerick, Ireland",1095,,
NancyDeSisto,2019-12-12 12:48:41,They've accused raping teenagers procured pedophile trafficker Jeffrey Epstein,True,0.0,0.0,"Aiken, South Carolina",1787,,
kwood360,2019-12-12 12:48:41,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,,1434,,
VickyLynnSulli1,2019-12-12 12:48:41,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,846,,
TrevorW83092671,2019-12-12 12:48:41,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,Colorado,197,,
Pettifor2Sheila,2019-12-12 12:48:41,"guttenberg Exactly right ,THE PRESIDENT SMOKING GUN.",True,0.2857142857142857,0.2857142857142857,,1142,,
prayinmedic,2019-12-12 12:48:41,There's reason still pinned tweet. reminder Trump QAnon fanatics desperate,True,-0.6,-0.6,Epstein Island,107,,
CSezNeeAck,2019-12-12 12:48:41,"45 years ago, young law student named Zoe Lofgren wrote article impeachment President Richard Nixon. shes",True,0.1,0.1,"Moldova, USA",266,,
LaneLeisa,2019-12-12 12:48:42,BREAKING Senate Majority Leader Mitch McConnell planning hold vote acquit President Trump rather vote,True,0.0,0.0,"Jacksonville Beach, FL",4330,,
JustSayingTrump,2019-12-12 12:48:42,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,Tarheel State,14351,,
LOGANfanJALC,2019-12-12 12:48:42,"Constituents reject Dem reps impeachment talking points Incredible bullshit lies, lies",False,0.9,0.9,Rent free in your head. ,890,,
jesussaves47,2019-12-12 12:48:42,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,,1336,,
BamaGirlzRbest,2019-12-12 12:48:42,Biased much? carried 99 ImpeachmentHearings 33 Horowitz hearing via ht,True,0.1,0.2,Alabama,4240,,
ArvaChris,2019-12-12 12:48:42,"Trump supporters president's rally Hershey, Pennsylvania tell CBS News thoughts impeachment possibi",True,0.0,0.0,,88,,
DianneBagdansk1,2019-12-12 12:48:42,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,,21,,
EarthBeez,2019-12-12 12:48:42,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,2007,,
jleetxgirl,2019-12-12 12:48:42,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Texas, USA",6677,,
ReflectingMan,2019-12-12 12:48:42,Times Impeachment Person Year tweets,False,0.0,0.0,Canada,5548,,
DavidBr02527577,2019-12-12 12:48:42,know entire Impeachment BullSchiffHoax never feeling proud President,True,0.43333333333333335,0.4,,214,,
aL_bahhh,2019-12-12 12:48:42,Love blacklisted comeback,True,0.5,0.5,Shaolin-NYC ,293,,
appliedsoft,2019-12-12 12:48:42,"Senate Republicans starting coalesce around idea shorter Senate impeachment trial one that, contrary Presiden",True,0.0,0.0,"Florida, USA",459,,
denisecanady1,2019-12-12 12:48:42,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,,6235,,
echandalj,2019-12-12 12:48:42,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,Honduras,527,,
RobinReznicek,2019-12-12 12:48:42,Rep. McCarthy Democrats impeachment timeline beginning,True,0.0,0.0,"Cumming, GA",2691,,
Calimoxo12,2019-12-12 12:48:42,hearsay. first best witness case. admitted wro,True,0.625,0.625,USA,3592,,
pmakze,2019-12-12 12:48:42,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,,4492,,
Jonatha86996890,2019-12-12 12:48:42,Impeachment coverup Spygate. Dems complicit scandal. Investigating Ukrainian interference 2016 cu,True,0.0,0.0,,2,,
TikaSport,2019-12-12 12:48:42,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,,399,,
thro_e,2019-12-12 12:48:42,"Irony DemsAreCorrupt Thursday Laugher According Rep. Cedric Richmond DLA, Democrats rush",False,0.0,0.0,,30257,,
JQDATA,2019-12-12 12:48:43,"articles impeachment Donald Trump drafted...But GOP lawmakers, especially GOP men, go",True,0.0,0.0,,59,,
SusanBBeckner,2019-12-12 12:48:43,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Georgia, USA",995,,
tooonedin,2019-12-12 12:48:43,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,,1286,,
MidnightMagica,2019-12-12 12:48:43,lawrence Abdicating sworn duty Constitution protect criminal country definitely,True,-0.2,-0.2,,142,,
kate_woolsery,2019-12-12 12:48:43,They've accused raping teenagers procured pedophile trafficker Jeffrey Epstein,True,0.0,0.0,,2151,,
cagney1991,2019-12-12 12:48:43,Trump ponders hiring friend Jeffrey Epsteins old lawyer.,True,0.1,0.1,South Florida,8745,,
Anthony74454472,2019-12-12 12:48:43,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,,237,,
